Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,51.980000,51.980000,50.549999,50.549999,33.250889,19700
2005-01-04,50.700001,51.040001,50.200001,50.200001,33.020660,17100
2005-01-05,50.380001,50.509998,49.880001,50.049999,32.921993,49200
2005-01-06,50.000000,51.169998,49.840000,50.830002,33.435074,11600
2005-01-07,50.639999,50.660000,50.139999,50.380001,33.139057,17300
2005-01-10,50.849998,51.290001,50.790001,50.790001,33.408756,10100
2005-01-11,50.860001,50.970001,50.439999,50.869999,33.461388,10600
2005-01-12,50.820000,51.689999,50.820000,51.669998,33.987606,2500
2005-01-13,51.799999,52.400002,51.799999,52.049999,34.237564,10700
2005-01-14,52.049999,52.480000,52.040001,52.360001,34.441467,15600
2005-01-18,53.080002,53.080002,52.770000,52.770000,34.711151,20200
2005-01-19,53.099998,53.259998,52.869999,52.869999,34.776939,15200
2005-01-20,52.320000,52.610001,51.950001,52.480000,34.520401,4100
2005-01-21,52.770000,53.009998,52.590000,52.680000,34.651955,12000
2005-01-24,52.880001,53.220001,52.849998,52.900002,34.796669,14300
2005-01-25,53.150002,53.380001,52.820000,53.150002,34.961124,8900
2005-01-26,53.380001,53.630001,53.060001,53.630001,35.276855,7800
2005-01-27,53.650002,54.340000,53.560001,54.150002,35.618912,26100
2005-01-28,53.840000,53.840000,53.439999,53.660000,35.296581,32400
2005-01-31,53.650002,54.400002,53.400002,54.369999,35.763611,11000
2005-02-01,54.500000,55.230000,54.500000,55.200001,36.309578,19400
2005-02-02,55.419998,56.090000,55.419998,56.090000,36.894985,31700
2005-02-03,56.090000,56.290001,55.599998,56.290001,37.026554,15400
2005-02-04,56.369999,56.599998,56.250000,56.599998,37.230476,30000
2005-02-07,56.700001,56.799999,55.790001,56.119999,36.914730,23900
2005-02-08,56.049999,56.680000,55.950001,56.680000,37.283092,69800
2005-02-09,56.599998,57.000000,56.160000,56.439999,37.125217,23000
2005-02-10,56.689999,58.020000,56.689999,57.900002,38.085590,18600
2005-02-11,57.990002,58.740002,57.700001,58.570000,38.526295,37300
2005-02-14,58.650002,58.770000,58.500000,58.660000,38.585499,46900
2005-02-15,58.700001,58.840000,58.330002,58.639999,38.572338,25200
2005-02-16,58.860001,60.279999,58.799999,60.250000,39.631371,30800
2005-02-17,60.380001,60.610001,59.349998,59.509998,39.144604,73700
2005-02-18,59.619999,60.950001,59.619999,60.779999,39.980007,57500
2005-02-22,61.029999,61.669998,60.310001,60.320000,39.677425,148400
2005-02-23,60.450001,61.110001,60.320000,61.080002,40.177338,36400
2005-02-24,61.490002,62.250000,61.049999,62.160000,40.887733,45600
2005-02-25,62.500000,63.959999,62.500000,63.779999,41.953346,66400
2005-02-28,64.440002,64.599998,62.040001,63.369999,41.683655,120700
2005-03-01,63.400002,63.450001,62.000000,62.090000,40.841686,47900
2005-03-02,62.040001,63.000000,62.020000,62.950001,41.407379,22500
2005-03-03,63.470001,63.950001,63.029999,63.840000,41.992809,52300
2005-03-04,63.860001,64.800003,63.580002,64.720001,42.571674,30700
2005-03-07,64.599998,64.599998,63.580002,64.250000,42.262501,71600
2005-03-08,64.360001,64.650002,64.000000,64.029999,42.117779,59100
2005-03-09,64.540001,64.870003,62.380001,62.380001,41.032459,105200
2005-03-10,61.580002,61.580002,60.450001,61.009998,40.131290,82900
2005-03-11,60.959999,62.150002,60.959999,61.540001,40.479912,58000
